symbol,name,price,priceChange,percentChange,exchangeName,exShortName,exchangeCode,marketPlace,sector,industry,volume,openPrice,dayHigh,dayLow,MarketCap,MarketCapAllClasses,peRatio,prevClose,dividendFrequency,dividendYield,dividendAmount,dividendCurrency,beta,eps,exDividendDate,shortDescription,longDescription,website,email,phoneNumber,fullAddress,employees,shareOutStanding,totalDebtToEquity,totalSharesOutStanding,sharesESCROW,vwap,dividendPayDate,weeks52high,weeks52low,alpha,averageVolume10D,averageVolume30D,averageVolume50D,priceToBook,priceToCashFlow,returnOnEquity,returnOnAssets,day21MovingAvg,day50MovingAvg,day200MovingAvg,dividend3Years,dividend5Years,datatype,__typename
AEZS,AEterna Zentaris Inc.,0.51,0.01,2.0,Toronto Stock Exchange,TSX,TSX,,Healthcare,Biotechnology,22040,0.47,0.52,0.47,27275955,31966093,,0.5,,,,,2.157812,-0.810000002,,AEterna Zentaris Inc is a biopharmaceutical company commercializing & developing therapeutics & diagnostic tests.,"AEterna Zentaris Inc is a biopharmaceutical company commercializing & developing therapeutics & diagnostic tests. The company's product, Macrilen (macimorelin), is the oral test indicated for the diagnosis of adult growth hormone deficiency (GHD). Macrilen is marketed in the U.S. through a license agreement with Novo Nordisk & the company receives royalties on sales. Aeterna owns all rights to macimorelin outside of the U.S. & Canada. It is leveraging the clinical success & safety profile of macimorelin to develop it for the diagnosis of child-onset GHD. The company is actively pursuing opportunities to commercialize macimorelin in the EU & the rest of the world.",https://www.zentaris.com,IR@aezsinc.com,+1 843 900-3223,"315 Sigma Drive, Suite 302D, Summerville, SC, US",11,53482263,0.24,62678613,,0.497045454,,2,0.445,-0.012163,27383,54706.0,57857.0,-3.923,9.9,382.26,-20.86,0.48571,0.5652,1.01025,,,equity,Company
AOI,Africa Oil Corp.,1.0,-0.03,-2.912621,Toronto Stock Exchange,TSX,TSX,,Energy,Oil & Gas,332201,0.99,1.02,0.99,471949806,471949806,,1.03,,,,,1.68571,-0.75999999,,Africa Oil Corp is a Canada based international oil and gas exploration company.,"Africa Oil Corp is a Canada based international oil and gas exploration company. It is an exploration stage enterprise that participates in oil and gas projects located in emerging markets, in sub-Saharan Africa. The company operates in the business segment of international oil and gas exploration, and geographically, it operates in Kenya and Ethiopia.",https://www.africaoilcorp.com,,+1 604 689-7842,"885 West Georgia Street, Suite 2000, Vancouver, BC, CA",39,471949806,0.3,471949806,0.0,1.00331024,,1.66,0.71,-0.008631,96003,68191.0,68726.0,0.543,,-34.14,-29.41,0.98405,1.0627,1.11583,,,equity,Company
AFN,Ag Growth International Inc.,29.17,-0.08,-0.273504,Toronto Stock Exchange,TSX,TSX,,Industrials,Farm & Heavy Construction Machinery,127480,29.51,29.84,28.69,545732429,545733071,,29.25,Quarterly,2.057,0.15,CAD,2.771398,-2.43000006,2020-09-29 00:00:00.0,"Ag Growth International Inc manufactures portable and stationary grain handling, storage and conditioning equipment, including augers, belt conveyors, grain storage bins, grain handling accessories,...","Ag Growth International Inc manufactures portable and stationary grain handling, storage and conditioning equipment, including augers, belt conveyors, grain storage bins, grain handling accessories, grain aeration equipment and grain drying systems. The company operates mainly in Portable handling, permanent handling, storage and conditioning, livestock and manufacturing sectors. The company owns brands like batco, wheatheart, westfield, storm, rem, hi roller, union iron, hsi, tramco, ptm, vis, nuvision, twister, grain guard, airlanco, westeel, frame, entringer. It has manufacturing facilities in Canada, the United States, Italy, Brazil, and the United Kingdom. Western Canada region generates most of the company's revenue.",http://www.aggrowth.com,steve@aggrowth.com,+1 204 489-1855,"198 Commerce Drive, Winnipeg, MB, CA",2780,18708688,2.65,18708710,,29.3532565,2020-10-15,48.07,15,-0.00046,77437,101270.0,89630.0,1.682,8.1,-12.08,-3.01,29.05914,32.0581,31.55492,-3.4,-1.63,equity,Company
AGF.B,AGF Management Limited Class B Non-Voting Shares,6.11,-0.01,-0.163399,Toronto Stock Exchange,TSX,TSX,,Financial Services,Asset Management,199591,6.1,6.15,6.08,474843587,470031376,5.5,6.12,Quarterly,5.237,0.08,CAD,2.375774,1.10000002,2020-10-09 00:00:00.0,"AGF Management is a Canadian-based asset manager with operations and investments in Canada, the United States, the United Kingdom, Ireland, and Asia. At the end of August 2020, the firm had CAD 37.","AGF Management is a Canadian-based asset manager with operations and investments in Canada, the United States, the United Kingdom, Ireland, and Asia. At the end of August 2020, the firm had CAD 37.0 billion in total assets under management. AGF Management's funds are weighted more heavily toward equities, with just under two thirds of retail AUM being equity related. That said, the company does use fundamental, quantitative and alternative strategies to manages its investment funds. AGF Management has a more meaningful portion of its business tied to institutional clients than its peers, with 32% of AUM derived from institutional and subadvised accounts. The company also derives 16% of its managed assets from high-net-worth clients.",https://www.agf.com,InvestorRelations@agf.com,+1 416 865-4199,"66 Wellington Street West, Suite 3100, 31st Floor, Toronto, ON, CA",629,77715808,0.22,76928212,,6.11598039,2020-10-19,7.26,2.5,0.004985,265810,208549.0,192750.0,0.496,7.6,8.97,6.16,5.59619,5.3756,5.02745,0,-8.65,equity,Company
AJX,AgJunction Inc.,0.44,0.02,4.761905,Toronto Stock Exchange,TSX,TSX,,Technology,Hardware,14630,0.405,0.44,0.405,51511933,53280428,,0.42,,,,,2.614365,-0.079999998,,AgJunction Inc engages in the provision of hardware and software solutions for agriculture.,"AgJunction Inc engages in the provision of hardware and software solutions for agriculture. The firm is engaged in precision agriculture business and develops products to enhance the efficiency and productivity of agricultural activities through the use of technology. It designs, manufactures, and markets products and applications incorporating technologies that provide automation and navigation solutions through the integration of global navigation satellite systems (GNSS) positioning, and other technologies for precision machine guidance, steering, and flow control. It operates through the agriculture products segment. Its products offer positioning and machine control capabilities for the agriculture sector, including machine control and auto-steering systems.",http://www.corp.agjunction.com,CorpInfo@AgJunction.com,+1 480 291-5768,"9150 E. Del Camino Drive, Suite 109, Scottsdale, AZ, US",65,117072573,0.03,121091881,,0.421724137,,0.56,0.055,0.002643,21540,42561.0,31745.0,1.517,14.9,-25.83,-18.48,0.42143,0.3599,0.26983,,,equity,Company
AIM,Aimia Inc.,3.95,0.08,2.067183,Toronto Stock Exchange,TSX,TSX,,Industrials,Business Services,55742,3.9,3.97,3.87,372236336,376514423,0.6,3.87,,,,,1.971176,6.13999986,,Aimia Inc is a Canada-based company that provides marketing and customer loyalty analytics services.,"Aimia Inc is a Canada-based company that provides marketing and customer loyalty analytics services. The company services encompass coalition program, proprietary loyalty program, as well as analytics and insights services. Under the coalition program, partners to the program can retain insights on customer behavior and preference from the pooling data, while program members can collect and redeem rewards. Under the proprietary loyalty program, Aimia designs, launches and runs a proprietary program for individual companies. Through analytics and insights services, the company finds hidden patterns and insights that can help marketers. The company generates most of its revenue from the Canadian domestic market as well as Europe, the Middle East, and Africa.",http://www.corp.aimia.com,karen.keyes@aimia.com,+1 514 205-7857,"525 Viger Avenue West, Suite 1000, Montreal, QC, CA",445,94237047,0,95320107,,3.92712996,,4.25,1.6,0.002019,83008,168312.0,150839.0,0.655,11.3,6.25,5.47,3.94667,3.5942,3.05885,,,equity,Company
BOS,AirBoss of America Corp.,19.06,0.13,0.686741,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Chemicals,52843,19.05,19.35,18.94,446171767,446023632,31.5,18.93,Quarterly,1.469,0.07,CAD,1.267873,0.589999973,2020-09-29 00:00:00.0,"AirBoss of America Corp is a Canada based manufacturer of rubber-based products for the resource, military, automotive and industrial markets.","AirBoss of America Corp is a Canada based manufacturer of rubber-based products for the resource, military, automotive and industrial markets. Its activities are organized in the segments of Rubber Solutions, Engineered Products and Corporate. The Rubber Solutions segment includes manufacturing and distribution of rubber compounds and distribution of rubber compounding related chemicals. Engineered Products segment includes the manufacture and distribution of personal protection and safety products primarily for CBRN hazards and semi-finished rubber related products and includes the manufacture and distribution of anti-vibration and noise dampening automotive parts. It generates maximum revenue from the Engineered Products segment and geographically from the United States.",http://www.airbossofamerica.com,info@airbossofamerica.com,+1 905 751-1188,"16441 Yonge Street, Newmarket, ON, CA",1232,23408802,0.54,23401030,,19.1077331,2020-10-15,26.67,4.59,0.004122,122696,101960.0,105281.0,2.342,7.9,7.62,3.66,18.44068,20.30012,14.43389,0.61,4.1,equity,Company
AKT.A,Akita Drilling Ltd. Class A Non-Voting Shares,0.285,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,Energy,Oil & Gas,44207,0.31,0.32,0.28,10817006,11288335,,0.285,,,,,1.021692,-1.78999996,,"Akita Drilling Ltd is a Canadian oil and gas drilling contractor. The company is engaged in providing contract drilling services, primarily to the oil and gas industry.","Akita Drilling Ltd is a Canadian oil and gas drilling contractor. The company is engaged in providing contract drilling services, primarily to the oil and gas industry. The company owns and operates over 30 drilling rigs It is also involved in the drilling related to potash mining and the development of storage caverns.",http://www.akita-drilling.com,murray.roth@akita-drilling.com,+1 403 292-7530,"333-7th Avenue South West, Suite 1000, Calgary, AB, CA",1067,37954407,0.44,39608191,,0.295517236,,1.45,0.25,-0.046123,15691,110913.0,71909.0,0.06,0.6,-31.23,-20.42,0.31262,0.3397,0.55564,,,equity,Company
AKU,Akumin Inc.,4.39,0.19,4.523809,Toronto Stock Exchange,TSX,TSX,,Healthcare,Medical Diagnostics & Research,15953,4.21,4.4,4.21,308083299,308083299,55,4.2,,,,,1.896366,0.079999998,,"Akumin Inc is a Canada-based company that provides freestanding, fixed-site outpatient diagnostic imaging services in the United States.","Akumin Inc is a Canada-based company that provides freestanding, fixed-site outpatient diagnostic imaging services in the United States. The company operates in Florida, Pennsylvania, Delaware, Texas, Illinois, and Kansas. It offers physicians with imaging capabilities to facilitate the diagnosis and treatment of diseases and disorders and may reduce unnecessary invasive procedures, minimizing the cost and amount of care for patients. The company's imaging procedures include MRI, CT, positron emission tomography, ultrasound, X-ray, mammography, and other diagnostic or interventional radiology procedures.",http://www.akumin.com,,+1 416 613-1391,"151 Bloor Street West, Suite 603, Toronto, ON, CA",1737,70178428,3.59,70178428,,4.35833319,,5.16,1.75,0.003207,21550,30558.0,30400.0,1.67,8.6,2.77,0.58,4.08905,3.4942,3.4304,,,equity,Company
AGI,Alamos Gold Inc. Class A,11.61,0.02,0.172563,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,536799,11.63,11.76,11.47,4559219949,4544513527,60.1,11.59,Quarterly,0.674,0.015,USD,1.523206,0.189999997,2020-09-15 00:00:00.0,"Alamos Gold Inc acquires, explores, and produces gold and other precious metals, and operates in two principal geographic areas: Canada and Mexico.","Alamos Gold Inc acquires, explores, and produces gold and other precious metals, and operates in two principal geographic areas: Canada and Mexico. The company has three operating mines in North America: the Young-Davidson Mine in Canada and the Mulatos and El Chanate Mines in Sonora, Mexico. The Young-Davidson mine is the group's largest revenue contributor, and the property also holds mineral leases and claims covering approximately 11,000 acres. Additionally, Alamos has a significant portfolio of projects in Turkey and the United States.",https://www.alamosgold.com,sparsons@alamosgold.com,+1 416 368-9932,"181 Bay Street, Brookfield Place, Suite 3910, Toronto, ON, CA",1700,392697670,0.04,391430967,,11.6014847,2020-09-30,15.52,4.43,0.019015,859278,1054194.0,1061551.0,1.273,13.5,2.08,1.63,12.17773,12.94678,10.57509,30.77,-7.27,equity,Company
AD.DB,Alaris Equity Partners Income Trust 5.50% convertible unsecured subordinated debentures,84.0,0.0,0.0,Toronto Stock Exchange,TSX,TSX,,,,16000,85.0,85.0,84.0,84000000,0,,84.0,,,,,1.282582,,,,,,,,CA,,1000000,,0,,84.4375,,105.58,60.46,-0.006736,165500,71933.0,62920.0,,,,,84.19286,85.96,86.9597,,,equity,Company
AXU,Alexco Resource Corp.,3.26,-0.03,-0.911854,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,192468,3.32,3.37,3.24,446175571,445996271,,3.29,,,,,1.450406,-0.079999998,,"Alexco Resource Corp is engaged in mineral exploration, and mine development and operational activities primarily in Yukon Territory, Canada.","Alexco Resource Corp is engaged in mineral exploration, and mine development and operational activities primarily in Yukon Territory, Canada. The company explores for silver, lead, zinc, and gold deposits. The firm's projects include Keno Hill Silver District, Flame and Moth, Bermingham, Lucky Queen, Bellekeno, and others.",https://www.alexcoresource.com,lmay@alexcoresource.com,+1 604 633-4888,"Two Bentall Centre, 555 Burrard Street, Suite 1225, Box 216, Vancouver, BC, CA",115,136863672,0.01,136808672,,3.30204419,,4.65,1,0.045946,237243,315892.0,466582.0,3.228,12,-6.62,-5.9,3.61381,3.7022,2.83815,,,equity,Company
AQN,Algonquin Power & Utilities Corp.,20.56,0.12,0.587084,Toronto Stock Exchange,TSX,TSX,,Utilities,Utilities - Independent Power Producers,4178999,20.55,20.71,20.45,12204511995,12177117625,16,20.44,Quarterly,3.989,0.1551,USD,0.270265,1.27999997,2020-09-29 00:00:00.0,"Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility.","Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility. Within its distribution group, Algonquin owns and operates regulated water, natural gas, and electricity distribution utilities in the United States. Most of the company's revenue is derived from this division and, in turn, most of this division's revenue comes from its distribution of natural gas. In its generation group, Algonquin sells electricity produced by its energy facilities, including hydroelectric, wind, solar, and thermal power plants. Algonquin's wind farms account for most of its generation revenue. Finally, the company's transmission group focuses on building and investing in natural gas pipelines and electric transmission systems.",http://www.algonquinpowerandutilities.com,,+1 905 465-4500,"354 Davis Road, Oakville, ON, CA",2469,593604669,1.08,592272258,,20.558716,2020-10-15,22.39,13.84,0.015653,3262346,3193841.0,2497993.0,2.382,14.3,14.3,4.73,19.02514,18.45709,18.53106,7.43,9.19,equity,Company
AXU,Alexco Resource Corp.,3.26,-0.03,-0.911854,Toronto Stock Exchange,TSX,TSX,,Basic Materials,Metals & Mining,192468,3.32,3.37,3.24,446175571,445996271,,3.29,,,,,1.450406,-0.079999998,,"Alexco Resource Corp is engaged in mineral exploration, and mine development and operational activities primarily in Yukon Territory, Canada.","Alexco Resource Corp is engaged in mineral exploration, and mine development and operational activities primarily in Yukon Territory, Canada. The company explores for silver, lead, zinc, and gold deposits. The firm's projects include Keno Hill Silver District, Flame and Moth, Bermingham, Lucky Queen, Bellekeno, and others.",https://www.alexcoresource.com,lmay@alexcoresource.com,+1 604 633-4888,"Two Bentall Centre, 555 Burrard Street, Suite 1225, Box 216, Vancouver, BC, CA",115,136863672,0.01,136808672,,3.30204419,,4.65,1,0.045946,237243,315892.0,466582.0,3.228,12,-6.62,-5.9,3.61381,3.7022,2.83815,,,equity,Company
ALC,Algoma Central Corporation,9.95,0.02,0.20141,Toronto Stock Exchange,TSX,TSX,,Industrials,Transportation,5793,9.95,9.95,9.91,376119383,376119383,19.8,9.93,Quarterly,5.226,0.13,CAD,0.991939,0.5,2020-08-17 00:00:00.0,Algoma Central Corporation is a Canadian shipping company. It operates Canadian flag fleet of dry and liquid bulk carriers operating on the Great Lakes.,"Algoma Central Corporation is a Canadian shipping company. It operates Canadian flag fleet of dry and liquid bulk carriers operating on the Great Lakes. The company operates its business through six segments that are Domestic Dry-Bulk, Product Tankers, Ocean SelfUnloaders, Corporate, Investment Properties, and Global Short Sea Shipping. The Domestic Dry-Bulk, accounts for the maximum revenue, Product Tankers, and Ocean Shipping. The dry-bulk vessels carry a cargo of raw materials such as grain, iron ore, salt and aggregates and operates throughout the Great Lakes. The product tankers manage a fleet of seven Canadian flag tanker vessels and the ocean shipping segment includes two ocean-going self-unloading vessels.",https://www.algonet.com,,+1 905 687-7888,"63 Church Street, Suite 600, St. Catharines, ON, CA",1600,37800943,0.57,37800943,,9.94614026,2020-09-01,13.59,7.01,-0.006687,6718,4583.0,5460.0,0.594,3.1,2.98,1.59,10.0081,10.1577,10.3707,12.14,9.97,equity,Company
AQN,Algonquin Power & Utilities Corp.,20.56,0.12,0.587084,Toronto Stock Exchange,TSX,TSX,,Utilities,Utilities - Independent Power Producers,4178999,20.55,20.71,20.45,12204511995,12177117625,16,20.44,Quarterly,3.989,0.1551,USD,0.270265,1.27999997,2020-09-29 00:00:00.0,"Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility.","Algonquin Power & Utilities Corp is a North American generation, transmission, and distribution utility. Within its distribution group, Algonquin owns and operates regulated water, natural gas, and electricity distribution utilities in the United States. Most of the company's revenue is derived from this division and, in turn, most of this division's revenue comes from its distribution of natural gas. In its generation group, Algonquin sells electricity produced by its energy facilities, including hydroelectric, wind, solar, and thermal power plants. Algonquin's wind farms account for most of its generation revenue. Finally, the company's transmission group focuses on building and investing in natural gas pipelines and electric transmission systems.",http://www.algonquinpowerandutilities.com,,+1 905 465-4500,"354 Davis Road, Oakville, ON, CA",2469,593604669,1.08,592272258,,20.558716,2020-10-15,22.39,13.84,0.015653,3262346,3193841.0,2497993.0,2.382,14.3,14.3,4.73,19.02514,18.45709,18.53106,7.43,9.19,equity,Company
